Id,Label,timeset,subactivity,mainactivity,mainindustry,modularity_class,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,clustering,triangles,eigencentrality
5156,,,Wholesale of other intermediate products,Wholesale of other household goods n.e.c.,Retail,6,6,5.077866,5,0.356303,0.383805,75.862458,0,0.2,3,0.122738
5157,,,Wholesale of waste and scrap,Wholesale of other household goods n.e.c.,Retail,11,2,1.989254,7,0.251931,0.264117,423,0,0,0,0.004306
5181,,,Wholesale of machine tools,Wholesale of other household goods n.e.c.,Retail,11,1,0.999543,7,0.238202,0.247552,0,0,0,0,0.002185
5182,,,"Wholesale of mining, construction and civil engineering machinery",Wholesale of other household goods n.e.c.,Retail,6,2,1.968414,7,0.280238,0.29562,3.525955,0,0,0,0.013959
5183,,,Wholesale of machinery for the textile industry and of sewing and knitting machines,Wholesale of other household goods n.e.c.,Retail,98,0,0,0,0,0,0,91,0,0,0
5184,,,"Wholesale of computers, computer peripheral equipment and software",Wholesale of other household goods n.e.c.,Retail,5,11,8.515396,6,0.363948,0.398428,86.96468,0,0.6,33,0.229238
5185,,,Wholesale of other office machinery and equipment,Wholesale of other household goods n.e.c.,Retail,5,4,3.881765,6,0.307469,0.329638,16.785415,0,0.666667,4,0.056001
5186,,,Wholesale of other electronic parts and equipment,Wholesale of other household goods n.e.c.,Retail,1,8,7.490689,6,0.314774,0.342885,4.701511,0,0.607143,17,0.115416
5187,,,"Wholesale of other machinery for use in industry, trade and navigation",Wholesale of other household goods n.e.c.,Retail,1,18,13.642398,6,0.381638,0.42158,543.6581,0,0.150327,23,0.260794
5188,,,"Wholesale of agricultural machinery and accessories and implements, including tractors",Wholesale of other household goods n.e.c.,Retail,11,2,1.995835,7,0.228695,0.239572,0,0,1,1,0.002695
5190,,,Other wholesale,Wholesale of other household goods n.e.c.,Retail,11,9,6.639403,6,0.368375,0.400629,130.478205,0,0.333333,12,0.165566
5211,,,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Retail Trade, Not Motors; Repairs",Retail,2,37,11.662051,6,0.380952,0.435849,4002.494194,0,0.075075,50,0.281016
5212,,,Other retail sale in non-specialised stores,"Retail Trade, Not Motors; Repairs",Retail,3,27,12.69879,6,0.367418,0.414976,730.853176,0,0.247863,87,0.309931
5221,,,Retail sale of fruit and vegetables,"Retail Trade, Not Motors; Repairs",Retail,2,3,2.537509,6,0.309038,0.333137,23.183082,0,0,0,0.043875
5222,,,Retail sale of meat and meat products,"Retail Trade, Not Motors; Repairs",Retail,2,4,3.277149,6,0.301136,0.323388,6.742081,0,0.666667,4,0.036111
5223,,,"Retail sale of fish, crustaceans and molluscs","Retail Trade, Not Motors; Repairs",Retail,99,0,0,0,0,0,0,92,0,0,0
5224,,,"Retail sale of bread, cakes, flour confectionery and sugar confectionery","Retail Trade, Not Motors; Repairs",Retail,2,12,6.077685,6,0.349259,0.383766,209.82042,0,0.439394,29,0.173074
5225,,,Retail sale of alcoholic and other beverages,"Retail Trade, Not Motors; Repairs",Retail,5,4,2.523477,6,0.321944,0.349214,7.060315,0,0.666667,4,0.078893
5226,,,Retail sale of tobacco products,"Retail Trade, Not Motors; Repairs",Retail,6,2,1.766072,7,0.287848,0.308631,0,0,1,1,0.026357
5227,,,"Other retail sale of food, beverages and tobacco in specialised stores","Retail Trade, Not Motors; Repairs",Retail,2,2,1.812089,7,0.276402,0.295699,423,0,0,0,0.015501
5231,,,Dispensing chemists,"Retail Trade, Not Motors; Repairs",Retail,3,8,4.302293,6,0.361158,0.391431,214.032434,0,0.392857,11,0.127002
5232,,,Retail sale of hearing aids,"Retail Trade, Not Motors; Repairs",Retail,7,3,2.835754,6,0.288435,0.306958,1.890243,0,0.666667,2,0.023368
5233,,,Retail sale of cosmetic and toilet articles,"Retail Trade, Not Motors; Repairs",Retail,3,10,6.596859,5,0.363636,0.397091,150.894812,0,0.422222,19,0.170701
5241,,,Retail sale of textiles,"Retail Trade, Not Motors; Repairs",Retail,3,6,5.056329,6,0.348398,0.374646,60.905123,0,0.6,9,0.108544
5242,,,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Retail Trade, Not Motors; Repairs",Retail,3,26,11.97025,6,0.384058,0.430149,1405.332613,0,0.233846,76,0.341252
5243,,,"Retail sale of footwear, leather goods","Retail Trade, Not Motors; Repairs",Retail,3,9,4.95714,5,0.367418,0.399646,492.900707,0,0.333333,12,0.170573
5244,,,"Retail sale of furniture, lighting equipment and household articles n.e.c.","Retail Trade, Not Motors; Repairs",Retail,3,22,13.850766,6,0.374889,0.416588,1310.821742,0,0.225108,52,0.275692
5245,,,Retail sale of electrical household appliances and radio and television goods,"Retail Trade, Not Motors; Repairs",Retail,8,21,9.176001,6,0.377224,0.420951,683.929055,0,0.209524,44,0.337548
5246,,,"Retail sale of hardware, paints and glass","Retail Trade, Not Motors; Repairs",Retail,3,13,6.098362,5,0.371604,0.406132,213.008258,0,0.435897,34,0.238609
5247,,,"Retail sale of books, newspapers and stationery","Retail Trade, Not Motors; Repairs",Retail,6,15,7.631595,6,0.358411,0.397445,387.454871,0,0.333333,35,0.234196
5248,,,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones","Retail Trade, Not Motors; Repairs",Retail,5,46,22.686522,6,0.400756,0.461989,3898.031655,0,0.121739,126,0.528763
5250,,,"Retail sale of antiques, including antique books, in stores","Retail Trade, Not Motors; Repairs",Retail,10,4,2.463336,6,0.305916,0.330975,40.948525,0,0.333333,2,0.047596
5261,,,Retail sale via mail order houses,"Retail Trade, Not Motors; Repairs",Retail,9,21,10.028189,5,0.410853,0.449332,526.351871,0,0.304762,64,0.412002
5262,,,Retail sale via stalls and markets,"Retail Trade, Not Motors; Repairs",Retail,2,2,1.184447,6,0.295883,0.319733,49.275607,0,0,0,0.024659
5263,,,Other non-store retail sale,"Retail Trade, Not Motors; Repairs",Retail,2,6,4.537983,6,0.352745,0.381093,58.600554,0,0.333333,5,0.099988
5271,,,"Repair of boots, shoes and other articles of leather","Retail Trade, Not Motors; Repairs",Retail,4,1,0.999636,1,1,1,0,2,0,0,0.00057
5272,,,Repair of electrical household goods,"Retail Trade, Not Motors; Repairs",Retail,8,3,2.917847,6,0.303508,0.322052,5.022122,0,0.333333,1,0.031829
5273,,,"Repair of watches, clocks and jewellery","Retail Trade, Not Motors; Repairs",Retail,100,0,0,0,0,0,0,94,0,0,0
5274,,,Repair n.e.c.,"Retail Trade, Not Motors; Repairs",Retail,4,1,0.999636,1,1,1,0,2,0,0,0.00057
5510,,,Hotels and motels with restaurant (licensed and unlicensed) and without restaurant,Hotels and Restaurants,Hotels and Restaurants,8,19,9.51838,5,0.386509,0.426101,435.697611,0,0.309942,53,0.333755
5521,,,Youth hostels and mountain refuges,Hotels and Restaurants,Hotels and Restaurants,102,0,0,0,0,0,0,95,0,0,0
5522,,,"Camping sites, including caravan sites",Hotels and Restaurants,Hotels and Restaurants,8,1,0.997681,7,0.247375,0.260108,0,0,1,1,0.005719
5523,,,"Holiday centres and holiday villages, Other self-catering holiday accommodation,Other tourist or short-stay accommodation",Hotels and Restaurants,Hotels and Restaurants,8,8,5.565631,6,0.328428,0.359395,448.853191,0,0.321429,9,0.109806
5530,,,"Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands",Hotels and Restaurants,Hotels and Restaurants,8,25,8.165094,5,0.399623,0.444693,916.258807,0,0.313333,94,0.382686
5540,,,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars",Hotels and Restaurants,Hotels and Restaurants,8,44,16.121648,6,0.396632,0.458687,2958.162572,0,0.117336,111,0.46657
5551,,,Canteens,Hotels and Restaurants,Hotels and Restaurants,10,6,4.130851,6,0.296711,0.324057,39.530147,0,0.333333,5,0.044912
5552,,,Catering,Hotels and Restaurants,Hotels and Restaurants,8,19,7.096205,5,0.381295,0.421737,572.745587,0,0.304094,52,0.2759
6010,,,Inter-city services and Other transport via railways,Transport,Transport,9,4,3.345891,6,0.312915,0.335024,10.685476,0,0.333333,2,0.050554
6021,,,"Urban and suburban passenger railway transportation by underground, metro and similar systems, Other scheduled passenger land transport n.e.c.",Transport,Transport,9,9,4.540222,6,0.337849,0.365212,182.240286,0,0.222222,8,0.083964
6022,,,Taxi operation,Transport,Transport,7,2,0.510473,6,0.276221,0.296305,3.805176,0,0,0,0.015474
6023,,,"Renting of buses and coaches, Other land passenger transport n.e.c.",Transport,Transport,9,2,1.867435,7,0.292818,0.308985,4.328273,0,0,0,0.019683
6024,,,"Freight transport by road n.e.c.,Furniture removal activities",Transport,Transport,9,45,22.137613,6,0.432653,0.48923,6443.549643,0,0.09596,95,0.477782
6030,,,Transport via pipelines,Transport,Transport,103,0,0,0,0,0,0,96,0,0,0
6110,,,"Passenger sea and coastal water transport, Freight sea and coastal water transport",Transport,Transport,9,6,5.48954,6,0.334649,0.360181,119.88995,0,0.333333,5,0.083307
6120,,,"Passenger inland water transport, Other inland water transport",Transport,Transport,9,2,1.977667,6,0.288435,0.305621,5.14312,0,0,0,0.021474
6210,,,"Scheduled passenger air transport,Other scheduled air transport",Transport,Transport,9,5,3.985291,7,0.293426,0.31323,19.420013,0,0.4,4,0.03464
6220,,,Other non-scheduled air transport,Transport,Transport,9,6,5.708806,6,0.305476,0.32728,455.796189,0,0.2,3,0.040575
6230,,,Space transport,Transport,Transport,104,0,0,0,0,0,0,97,0,0,0
6311,,,Cargo handling,Transport,Transport,9,4,3.755308,7,0.307916,0.329346,28.601335,0,0.5,3,0.039038
6312,,,"Storage and warehousing of frozen and refrigerated goods, liquids or gases, Storage and warehousing of grain, Storage and warehousing n.e.c.",Transport,Transport,9,31,17.186888,5,0.416912,0.463679,1614.361231,0,0.189247,88,0.465965
6321,,,Other supporting land transport activities,Transport,Transport,9,8,4.933542,6,0.362393,0.394025,185.363555,0,0.285714,8,0.141921
6322,,,Other supporting water transport activities,Transport,Transport,9,7,5.832344,6,0.346972,0.376101,222.874744,0,0.095238,2,0.088874
6323,,,Other supporting air transport activities,Transport,Transport,9,7,4.553748,6,0.362084,0.391981,247.867231,0,0.190476,4,0.126269
6330,,,"Activities of travel agencies, organisers,tour guides,Other tourist assistance activities n.e.c.",Transport,Transport,9,19,8.013289,6,0.393686,0.434866,1419.887903,0,0.204678,35,0.311459
6340,,,Activities of other transport agencies,Transport,Transport,9,12,8.699214,6,0.364574,0.397799,318.176629,0,0.272727,18,0.161738
6411,,,National post activities,Post and Telecommunications,Post and Telecommunications,10,10,3.598695,6,0.329961,0.35967,151.141088,0,0.044444,2,0.109188
6412,,,Courier activities other than national post activities,Post and Telecommunications,Post and Telecommunications,9,16,7.77454,5,0.388278,0.424332,279.566897,0,0.308333,37,0.306627
6420,,,Telecommunications,Post and Telecommunications,Post and Telecommunications,5,24,9.142357,6,0.383017,0.428145,434.627835,0,0.307971,85,0.410144
6511,,,Central banking,Finance,Finance,10,1,0.910547,7,0.231694,0.243621,0,0,0,0,0.005838
6512,,,"Banks,Building societies",Finance,Finance,10,12,6.193491,6,0.30135,0.330542,517.845205,0,0.484848,32,0.110187
6521,,,Financial leasing,Finance,Finance,10,2,1.663153,7,0.260923,0.277735,0,0,1,1,0.018395
6522,,,"Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,Activities of mortgage finance companies,Other credit granting not elsewhere classified",Finance,Finance,10,20,11.459298,6,0.351575,0.393003,660.837449,0,0.294737,56,0.257776
6523,,,"""Activities of bank holding companies Financial intermediation not elsewhere classified""",Finance,Finance,10,13,7.990399,5,0.381638,0.416392,685.355305,0,0.5,39,0.241364
6601,,,Life insurance,Finance,Finance,10,12,6.115937,6,0.325653,0.357665,150.172234,0,0.681818,45,0.166703
6602,,,Pension funding,Finance,Finance,10,3,2.093924,7,0.272844,0.295816,19.362114,0,0.333333,1,0.02691
6603,,,Non-life insurance,Finance,Finance,10,11,5.168153,6,0.316182,0.349253,38.411423,0,0.527273,29,0.148431
6711,,,Administration of financial markets,Finance,Finance,10,2,1.870577,6,0.277305,0.291981,0,0,1,1,0.01748
6712,,,Security broking and fund management,Finance,Finance,10,13,7.398375,6,0.359932,0.394811,126.649516,0,0.641026,50,0.228953
6713,,,Activities auxiliary to financial intermediation n.e.c.,Finance,Finance,10,21,12.613644,6,0.379249,0.420794,571.29241,0,0.361905,76,0.333794
6720,,,Activities auxiliary to insurance and pension funding,Finance,Finance,10,14,7.254028,6,0.32792,0.364623,189.14998,0,0.461538,42,0.180051
7011,,,Development and selling of real estate,"Real Estate, Renting & Business",Buisness activities,10,14,7.379505,6,0.383363,0.420401,319.65462,0,0.406593,37,0.266382
7012,,,Buying and selling of own real estate,"Real Estate, Renting & Business",Buisness activities,105,0,0,0,0,0,0,98,0,0,0
7020,,,"Other letting of own property, Letting of conference and exhibition centres","Real Estate, Renting & Business",Buisness activities,10,15,6.06887,6,0.359932,0.398624,346.244063,0,0.295238,31,0.234064
7031,,,Real estate agencies,"Real Estate, Renting & Business",Buisness activities,10,17,7.226736,6,0.389706,0.428381,421.306451,0,0.382353,52,0.329435
7032,,,Management of real estate on a fee or contract basis,"Real Estate, Renting & Business",Buisness activities,10,18,10.093007,6,0.366782,0.407665,459.981818,0,0.254902,39,0.265187
7110,,,Renting of automobiles,Renting Equipment Without Operator,Buisness activities,9,9,5.820042,6,0.385104,0.416785,184.155662,0,0.25,9,0.17253
7121,,,Renting of other land transport equipment,Renting Equipment Without Operator,Buisness activities,9,4,3.629511,6,0.323171,0.345676,6.567954,0,0.666667,4,0.057407
7122,,,"Renting of passenger water transport equipment,Renting of other water transport equipment",Renting Equipment Without Operator,Buisness activities,106,0,0,0,0,0,0,99,0,0,0
7123,,,"Renting of passenger air transport equipment,Renting of other air transport equipment",Renting Equipment Without Operator,Buisness activities,9,1,0.998852,7,0.234125,0.243677,0,0,0,0,0.002592
7131,,,Renting of agricultural machinery and equipment,Renting Equipment Without Operator,Buisness activities,107,0,0,0,0,0,0,100,0,0,0
7132,,,Renting of construction and civil engineering machinery and equipment,Renting Equipment Without Operator,Buisness activities,9,12,7.826953,6,0.395522,0.429088,288.302929,0,0.363636,24,0.238676
7133,,,"Renting of office machinery and equipment, including computers",Renting Equipment Without Operator,Buisness activities,5,2,1.899359,6,0.303508,0.324646,0,0,1,1,0.043858
7134,,,Renting of other machinery and equipment n.e.c.,Renting Equipment Without Operator,Buisness activities,8,11,8.867754,5,0.361466,0.394025,202.726281,0,0.218182,12,0.150061
7140,,,"Renting of sporting and recreational equipment,Renting of records and other pre-recorded media,Renting of video tapes and DVDs,Renting of radios, televisions and video recorders and DVD players, Renting of other personal and household goods not elsewhere classified",Renting Equipment Without Operator,Buisness activities,8,11,7.66856,5,0.366782,0.400039,585.887095,0,0.109091,6,0.137994
7210,,,Hardware consultancy,Computer and Related Activities,Computer and Related Activities,5,10,7.900251,6,0.356602,0.388129,91.078259,0,0.644444,29,0.203558
7221,,,Publishing of software,Computer and Related Activities,Computer and Related Activities,5,2,1.940647,7,0.289025,0.308316,0,0,1,1,0.045021
7222,,,Other software consultancy and supply,Computer and Related Activities,Computer and Related Activities,5,32,17.321089,6,0.398122,0.448585,1179.357771,0,0.256048,127,0.53273
7230,,,Data processing,Computer and Related Activities,Computer and Related Activities,5,15,9.463145,6,0.343598,0.381093,344.971613,0,0.342857,36,0.215702
7240,,,Database activities,Computer and Related Activities,Computer and Related Activities,5,4,3.750495,7,0.301136,0.322625,0,0,1,6,0.073837
7250,,,"Maintenance and repair of office, accounting and computing machinery",Computer and Related Activities,Computer and Related Activities,5,11,7.941567,6,0.358411,0.39261,32.051445,0,0.727273,40,0.220291
7260,,,Other computer related activities,Computer and Related Activities,Computer and Related Activities,5,20,12.682416,6,0.392956,0.433412,440.385568,0,0.405263,77,0.3947
7310,,,Research and experimental development on natural sciences and engineering,Research and Development,Research and Development,7,19,11.310291,6,0.384755,0.425983,844.977755,0,0.204678,35,0.295947
7320,,,Research and experimental development on social sciences and humanities,Research and Development,Research and Development,10,5,3.849094,7,0.297962,0.322153,15.022253,0,0.3,3,0.045616
7411,,,"Barristers at law,Solicitors,Activities of patent and copyright agents,Other legal activities not elsewhere classified",Other Business Activities,Buisness activities,10,12,3.569111,6,0.359932,0.393436,200.053878,0,0.257576,17,0.195602
7412,,,"Accounting and auditing activities,Book-keeping activities,Tax consultancy",Other Business Activities,Buisness activities,10,20,7.74042,5,0.379249,0.421344,663.36065,0,0.352632,67,0.325785
7413,,,Market research and public opinion polling,Other Business Activities,Buisness activities,10,13,6.651091,6,0.381982,0.417335,337.705386,0,0.320513,25,0.282656
7414,,,"Business and management consultancy activities, n.e.c.",Other Business Activities,Buisness activities,10,43,18.086753,6,0.410853,0.469654,2297.536576,0,0.194906,176,0.640733
7415,,,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies",Other Business Activities,Buisness activities,6,76,32.993346,5,0.469546,0.541234,14767.225019,0,0.045965,131,0.731505
7420,,,"Architectural,Urban planning and landscape architectural activities, Engineering design activities for industrial process and production, Engineering related scientific and technical consulting activities,Engineering consultative and design activities",Other Business Activities,Buisness activities,10,38,17.292639,6,0.391505,0.448506,2370.035719,0,0.163585,115,0.507408
7430,,,Technical testing and analysis,Other Business Activities,Buisness activities,10,13,7.802238,6,0.380269,0.416274,558.730975,0,0.24359,19,0.237464
7440,,,"Planning, creation and placement of advertising activities, Advertising activities not elsewhere classified,Sale or leasing activities of advertising space or time",Other Business Activities,Buisness activities,6,24,11.617314,5,0.409266,0.452083,557.927089,0,0.326087,90,0.473416
7450,,,Labour recruitment and provision of personnel,Other Business Activities,Buisness activities,10,91,20.660038,5,0.477477,0.559395,15834.515745,0,0.052747,216,1
7460,,,Security and related activities,Other Business Activities,Buisness activities,8,23,7.761765,5,0.398496,0.441116,741.857484,0,0.237154,60,0.402848
7470,,,"Traditional cleaning services,Window cleaning services,Specialised cleaning services,Furnace and chimney cleaning services,Cleaning activities not elsewhere classified,Disinfecting and exterminating services",Other Business Activities,Buisness activities,8,31,12.78254,5,0.398496,0.445322,2555.340784,0,0.126882,59,0.340996
7481,,,"Portrait photographic activities,Other specialist photography,Film processing,Photographic activities not elsewhere classified",Other Business Activities,Buisness activities,6,4,3.084675,6,0.303725,0.327948,169.331901,0,0,0,0.033214
7482,,,Packaging activities,Other Business Activities,Buisness activities,1,5,4.638025,5,0.344156,0.370637,87.251227,0,0.2,2,0.084269
7485,,,Secretarial and translation activities,Other Business Activities,Buisness activities,10,3,2.414159,6,0.334385,0.361321,72.37296,0,0.333333,1,0.061907
7486,,,Call centre activities,Other Business Activities,Buisness activities,9,17,11.44476,5,0.381982,0.420204,284.416685,0,0.301471,41,0.323343
7487,,,Other business activities not elsewhere classified,Other Business Activities,Buisness activities,6,39,19.339523,5,0.414467,0.469064,2429.553202,0,0.194332,144,0.620461
7511,,,General (overall) public service activities,Public Administration & Defence,Gouverment,10,25,11.918493,6,0.332028,0.380149,1692.390091,0,0.113333,34,0.135326
7512,,,"Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security",Public Administration & Defence,Gouverment,10,14,6.197342,6,0.323664,0.361675,358.249303,0,0.153846,14,0.100482
7513,,,Regulation of and contribution to more efficient operation of business,Public Administration & Defence,Gouverment,10,11,6.397819,7,0.321456,0.356783,168.055825,0,0.181818,10,0.101775
7514,,,Supporting service activities for the government as a whole,Public Administration & Defence,Gouverment,10,3,1.674889,7,0.268185,0.292711,3.757715,0,0.333333,1,0.02393
7521,,,Foreign affairs,Public Administration & Defence,Gouverment,10,3,2.778064,7,0.305476,0.330211,12.963185,0,0.333333,1,0.053941
7522,,,Defence activities,Public Administration & Defence,Gouverment,10,8,3.152333,6,0.325403,0.353852,68.419323,0,0.107143,3,0.086757
7523,,,Justice and judicial activities,Public Administration & Defence,Gouverment,10,7,2.207272,6,0.31085,0.338247,109.84756,0,0.238095,5,0.064153
7524,,,"Public security, law and order activities",Public Administration & Defence,Gouverment,10,3,0.989832,7,0.267677,0.285383,5.497787,0,0,0,0.013007
7525,,,Fire service activities,Public Administration & Defence,Gouverment,10,10,4.058643,6,0.353923,0.387107,563.361592,0,0.088889,4,0.112012
7530,,,Compulsory social security activities,Public Administration & Defence,Gouverment,10,7,3.559796,6,0.304817,0.33353,34.793416,0,0.190476,4,0.065302
8010,,,Primary education,Education,Gouverment,10,29,8.75555,6,0.3392,0.389819,2003.947749,0,0.12069,49,0.168419
8021,,,General secondary education,Education,Gouverment,10,8,2.980413,6,0.290411,0.320244,41.075483,0,0.428571,12,0.050837
8022,,,Technical and vocational secondary education,Education,Gouverment,10,10,3.704046,6,0.347256,0.381958,205.132171,0,0.4,18,0.127604
8030,,,Sub-degree level higher education,Education,Gouverment,10,15,5.847717,6,0.3217,0.355582,386.456042,0,0.085714,9,0.110413
8041,,,Driving school activities,Education,Gouverment,10,1,0.823835,7,0.249412,0.266953,0,0,0,0,0.008045
8042,,,Other adult and other education n.e.c.,Education,Gouverment,10,13,5.22234,6,0.361466,0.398035,500.125659,0,0.346154,27,0.189671
8511,,,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities",Health and Social Work,Gouverment,7,12,4.154523,6,0.343042,0.378341,426.477963,0,0.212121,14,0.102019
8512,,,Medical practice activities,Health and Social Work,Gouverment,7,7,2.834771,6,0.311536,0.33805,55.946143,0,0.285714,6,0.05561
8513,,,Dental practice activities,Health and Social Work,Gouverment,7,6,1.905271,6,0.310623,0.339819,57.176673,0,0.333333,5,0.064431
8514,,,Other human health activities,Health and Social Work,Gouverment,7,14,5.905616,6,0.355407,0.391863,427.260466,0,0.208791,19,0.138519
8520,,,Veterinary activities,Health and Social Work,Gouverment,2,2,0.249619,6,0.296503,0.319733,82.051103,0,0,0,0.022942
8531,,,Charitable social work activities with accommodation,Health and Social Work,Gouverment,10,12,5.282112,6,0.352745,0.387225,395.468613,0,0.30303,20,0.125141
8532,,,"Charitable social work activities without accommodation,Non-charitable social work activities without accommodation",Health and Social Work,Gouverment,10,19,6.980263,6,0.362393,0.404324,767.23883,0,0.169591,29,0.181079
9001,,,Collection and treatment of sewage,Other Social & Personal Services,Services,9,4,3.803962,6,0.309038,0.330189,18.506719,0,0.5,3,0.038702
9002,,,Collection and treatment of other waste,Other Social & Personal Services,Services,9,6,4.167448,5,0.366465,0.394969,128.294738,0,0.4,6,0.118055
9003,,,"Sanitation, remediation and similar activities",Other Social & Personal Services,Services,9,1,0.996004,7,0.256193,0.268655,0,0,0,0,0.004831
9111,,,Activities of business and employers' organizations,Membership Organisations,Services,10,3,2.14204,7,0.278764,0.299747,6.465052,0,0.333333,1,0.023851
9112,,,Activities of professional organizations,Membership Organisations,Services,10,11,7.917291,6,0.321212,0.355582,568.427232,0,0.181818,10,0.120363
9120,,,Activities of trade unions,Membership Organisations,Services,10,1,0.989476,7,0.243259,0.257143,0,0,0,0,0.006299
9131,,,Activities of religious organizations,Membership Organisations,Services,10,4,1.583097,7,0.274256,0.294952,2.127411,0,0.333333,2,0.025742
9132,,,Activities of political organizations,Membership Organisations,Services,10,3,2.021611,6,0.280423,0.301297,0,0,1,3,0.026039
9133,,,Activities of other membership organizations n.e.c.,Membership Organisations,Services,10,25,9.93273,5,0.370954,0.417217,1188.649529,0,0.163333,49,0.273289
9211,,,"Motion picture production on film or video, Other motion picture and video production activities","Recreational, Cultural & Sporting",Services,6,2,1.971501,7,0.260763,0.27591,3.823322,0,0,0,0.008997
9212,,,Motion picture and video distribution,"Recreational, Cultural & Sporting",Services,8,2,1.988625,6,0.271969,0.286478,1.024242,0,0,0,0.011669
9213,,,Motion picture projection,"Recreational, Cultural & Sporting",Services,8,6,4.592713,6,0.328173,0.354678,136.209074,0,0.466667,7,0.083231
9220,,,Radio activities,"Recreational, Cultural & Sporting",Services,6,9,5.438036,6,0.330218,0.361281,345.623754,0,0.305556,11,0.137228
9231,,,"Live theatrical presentations,Other artistic and literary creation and interpretation,Library and archives activities","Recreational, Cultural & Sporting",Services,10,7,4.824024,6,0.358108,0.387932,203.863512,0,0.428571,9,0.168436
9232,,,Operation of arts facilities,"Recreational, Cultural & Sporting",Services,10,5,3.429785,6,0.29424,0.320558,14.918109,0,0.5,5,0.04025
9233,,,Fair and amusement park activities,"Recreational, Cultural & Sporting",Services,8,2,1.345468,7,0.278581,0.299787,5.673703,0,0,0,0.020978
9234,,,Other entertainment activities not elsewhere classified,"Recreational, Cultural & Sporting",Services,10,1,0.613417,7,0.253437,0.271327,0,0,0,0,0.009762
9240,,,News agency activities,"Recreational, Cultural & Sporting",Services,6,2,1.771697,6,0.296503,0.316588,2.171501,0,0,0,0.038337
9252,,,"Museums activities,Preservation of historical sites and buildings","Recreational, Cultural & Sporting",Services,10,7,3.495209,6,0.322433,0.355503,132.000058,0,0.380952,8,0.076281
9253,,,Botanical and zoological gardens and nature reserves activities,"Recreational, Cultural & Sporting",Services,10,5,3.705166,6,0.289025,0.316116,4.814688,0,0.6,6,0.043556
9261,,,"Operation of ice rinks and roller skating rinks,Operation of other sports arenas and stadiums not elsewhere classified","Recreational, Cultural & Sporting",Services,8,15,7.024146,6,0.342488,0.380896,313.022999,0,0.304762,32,0.162665
9262,,,Other sporting activities not elsewhere classified,"Recreational, Cultural & Sporting",Services,8,26,10.410203,5,0.390064,0.437068,1691.744522,0,0.215385,70,0.349038
9271,,,Gambling and betting activities,"Recreational, Cultural & Sporting",Services,8,12,5.447794,6,0.353039,0.38577,136.496481,0,0.439394,29,0.174295
9272,,,Other recreational activities not elsewhere classified,"Recreational, Cultural & Sporting",Services,8,10,5.876652,6,0.346972,0.381093,317.797834,0,0.288889,13,0.115649
9301,,,Washing and dry-cleaning of textile and fur products,Other Service Activities,Services,8,6,3.863501,5,0.370954,0.399489,53.684642,0,0.4,6,0.135052
9302,,,Hairdressing and other beauty treatment,Other Service Activities,Services,3,6,3.670081,6,0.321944,0.348467,12.804593,0,0.8,12,0.09306
9303,,,Funeral and related activities,Other Service Activities,Services,2,2,0.761122,6,0.295883,0.319733,49.275607,0,0,0,0.024659
9304,,,Physical well-being activities,Other Service Activities,Services,8,4,2.989482,6,0.312915,0.339269,12.484435,0,0.666667,4,0.065704
9305,,,Other service activities n.e.c.,Other Service Activities,Services,10,24,9.660157,5,0.418559,0.459827,1371.285987,0,0.224638,62,0.465652
9500,,,Activities of households as employers of domestic staff,Other Service Activities,Services,10,5,2.915229,6,0.337311,0.367217,37.225919,0,0.7,7,0.079915
9600,,,Undifferentiated goods producing activities of private households for own use,Other Service Activities,Services,109,0,0,0,0,0,0,101,0,0,0
9700,,,Undifferentiated services producing activities of private households for own use,Other Service Activities,Services,110,0,0,0,0,0,0,102,0,0,0
9900,,,Extra-territorial organizations and bodies,Other Service Activities,Services,111,0,0,0,0,0,0,103,0,0,0
7220,,,,,,5,27,13.483478,6,0.373898,0.422052,744.536286,0,0.25641,90,0.434812
7484,,,,,,10,47,21.136204,5,0.430894,0.489505,4240.327904,0,0.13506,146,0.645644
4010,,,,,,9,15,9.784306,6,0.365833,0.401454,760.500391,0,0.161905,17,0.188437
5165,,,,,,1,37,21.315288,6,0.397749,0.452083,2100.064521,0,0.163664,109,0.480089
5511,,,,,,8,16,7.81076,6,0.361158,0.398546,809.678512,0,0.283333,34,0.230085
2452,,,,,,3,6,3.649171,6,0.343877,0.37044,60.77035,0,0.2,3,0.07558
5164,,,,,,5,24,15.83813,5,0.395522,0.438404,1190.792746,0,0.268116,74,0.385875
5170,,,,,,11,16,11.922589,5,0.378571,0.41647,389.674458,0,0.225,27,0.236832
